year,week,0,5,10,15,20,25,30,35,40,45,50,55,60,65,70,75,80,85,90,95,100
1982,25,0.0,0.0,0.0,0.0,0.0,0.09,0.56,1.27,3.3,6.26,11.86,14.55,16.38,17.61,14.03,9.23,3.67,1.08,0.09,0.0,0.0
1982,26,0.0,0.0,0.0,0.0,0.0,0.28,0.28,1.84,3.63,6.69,12.66,13.89,18.36,17.42,12.52,7.63,3.63,1.08,0.09,0.0,0.0
1982,27,0.0,0.0,0.0,0.0,0.14,0.24,0.52,2.54,5.56,7.86,13.61,18.03,17.7,15.11,9.6,5.89,2.45,0.71,0.05,0.0,0.0
1982,28,0.0,0.0,0.0,0.0,0.19,0.28,1.13,3.95,6.59,9.23,16.43,17.09,17.14,12.81,8.05,4.76,1.74,0.52,0.09,0.0,0.0
1982,29,0.0,0.0,0.0,0.05,0.09,0.56,2.21,3.95,6.45,11.21,15.54,17.18,15.44,12.01,7.82,4.57,1.98,0.71,0.19,0.05,0.0
1982,30,0.0,0.0,0.0,0.05,0.09,0.75,1.93,3.77,6.78,10.26,15.3,16.05,16.05,12.52,8.62,4.52,2.07,0.85,0.24,0.14,0.0
1982,31,0.0,0.0,0.0,0.0,0.14,0.52,1.65,4.1,6.78,10.88,15.02,15.35,16.57,13.18,8.47,3.63,2.26,1.18,0.19,0.09,0.0
1982,32,0.0,0.0,0.0,0.09,0.33,0.66,2.4,5.51,8.76,12.9,14.97,16.24,15.4,10.55,5.89,3.48,1.88,0.75,0.14,0.05,0.0
1982,33,0.0,0.0,0.0,0.19,0.47,1.27,3.53,6.78,11.86,14.69,16.62,14.88,11.96,8.43,5.13,2.4,1.41,0.28,0.09,0.0,0.0
1982,34,0.0,0.0,0.05,0.24,0.52,1.98,5.04,9.98,14.55,15.3,15.82,13.79,9.32,6.97,3.86,1.6,0.75,0.19,0.05,0.0,0.0
1982,35,0.0,0.0,0.09,0.33,0.85,3.25,7.86,12.48,16.01,16.76,14.88,11.58,8.19,3.91,2.12,1.37,0.24,0.09,0.0,0.0,0.0
1982,36,0.0,0.0,0.19,0.75,2.02,5.89,10.64,16.48,16.85,16.2,12.66,8.76,5.18,2.26,1.46,0.52,0.14,0.0,0.0,0.0,0.0
1982,37,0.05,0.09,0.66,1.88,5.37,11.06,15.54,18.64,15.77,12.34,8.99,5.23,2.17,1.55,0.56,0.09,0.0,0.0,0.0,0.0,0.0
1982,38,0.05,0.19,0.61,2.02,6.59,13.04,17.28,18.55,16.05,10.92,7.39,3.67,2.4,0.71,0.42,0.09,0.0,0.0,0.0,0.0,0.0
1982,39,0.09,0.24,0.75,3.39,8.57,13.51,17.89,19.59,15.21,9.75,5.51,3.3,0.99,0.94,0.14,0.14,0.0,0.0,0.0,0.0,0.0
1982,40,0.24,0.52,2.21,6.07,11.16,16.62,18.93,18.31,12.57,7.06,3.67,1.18,1.04,0.14,0.24,0.05,0.0,0.0,0.0,0.0,0.0
1982,41,0.09,1.08,3.3,9.32,14.5,21.33,20.39,16.2,8.52,3.15,1.37,0.42,0.19,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1982,42,0.24,1.13,5.56,12.05,22.5,23.82,18.88,9.93,3.63,1.37,0.71,0.14,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1982,43,0.19,1.13,4.38,13.14,22.18,25.94,17.84,9.7,3.25,1.27,0.71,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1982,44,0.14,1.04,5.89,17.14,28.48,24.01,14.69,5.18,2.17,1.04,0.09,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1982,45,0.14,1.32,7.49,19.82,28.81,23.07,12.19,4.76,1.41,0.61,0.24,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1982,46,0.0,0.42,4.14,14.27,26.04,26.37,16.85,7.77,2.64,0.99,0.42,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1982,47,0.0,0.0,1.13,7.2,18.97,29.66,21.89,12.99,5.27,1.55,0.71,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1982,48,0.0,0.0,0.47,3.44,11.68,24.67,25.52,18.55,9.09,3.95,2.07,0.52,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1982,49,0.0,0.0,0.24,2.54,8.71,18.93,23.59,19.59,13.89,7.02,3.58,1.55,0.28,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1982,50,0.0,0.0,0.09,1.04,5.04,11.35,20.06,20.43,19.26,11.63,5.65,4.1,1.13,0.19,0.05,0.0,0.0,0.0,0.0,0.0,0.0
1982,51,0.0,0.0,0.09,0.09,2.5,7.2,13.65,21.23,21.0,16.05,9.79,5.56,2.02,0.61,0.19,0.0,0.0,0.0,0.0,0.0,0.0
1982,52,0.0,0.0,0.05,0.14,2.21,5.79,12.29,19.3,22.79,17.0,10.78,6.31,2.4,0.61,0.28,0.05,0.0,0.0,0.0,0.0,0.0
1983,1,0.0,0.0,0.0,0.14,1.46,4.1,7.72,13.75,18.93,21.09,14.03,10.78,5.6,1.93,0.38,0.05,0.05,0.0,0.0,0.0,0.0
1983,2,0.0,0.0,0.0,0.14,0.8,4.14,7.77,13.23,18.55,18.5,15.73,12.43,6.31,1.79,0.56,0.05,0.0,0.0,0.0,0.0,0.0
1983,3,0.0,0.0,0.0,0.14,0.75,2.73,7.44,13.56,15.63,18.03,15.16,14.12,8.76,2.82,0.61,0.24,0.0,0.0,0.0,0.0,0.0
1983,4,0.0,0.0,0.0,0.14,0.56,2.59,6.03,11.06,15.35,17.04,13.23,16.85,12.01,3.77,1.22,0.09,0.05,0.0,0.0,0.0,0.0
1983,5,0.0,0.0,0.05,0.19,0.66,3.01,6.31,11.72,16.67,17.0,14.92,15.73,10.12,2.73,0.85,0.05,0.0,0.0,0.0,0.0,0.0
1983,6,0.0,0.0,0.0,0.19,0.61,2.92,7.63,13.42,16.2,16.67,14.31,18.97,7.53,1.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1983,7,0.0,0.0,0.0,0.14,0.8,3.81,10.59,15.3,15.68,15.21,17.47,17.66,3.06,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1983,8,0.0,0.0,0.0,0.05,0.75,4.52,13.65,17.09,18.08,14.45,15.11,14.45,1.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1983,9,0.0,0.0,0.0,0.05,0.89,7.53,16.71,20.72,16.57,14.08,12.9,9.27,1.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1983,10,0.0,0.0,0.0,0.05,2.31,12.57,23.49,22.55,16.53,10.69,7.44,4.1,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1983,11,0.0,0.0,0.0,1.08,9.56,26.13,27.31,16.48,10.5,5.04,2.5,1.37,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1983,12,0.0,0.0,0.47,6.87,24.53,30.23,21.0,9.13,3.95,2.35,1.08,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1983,13,0.0,0.05,1.65,12.34,28.67,29.14,18.27,6.54,2.17,0.66,0.42,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1983,14,0.0,0.05,2.64,12.76,27.87,30.65,16.95,6.21,1.84,0.38,0.61,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1983,15,0.0,0.24,2.92,11.25,26.51,30.08,18.64,6.92,2.17,0.75,0.33,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1983,16,0.0,0.42,2.59,9.6,20.06,28.72,21.94,10.92,3.58,1.41,0.47,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1983,17,0.09,0.94,4.66,9.42,15.77,20.1,22.27,14.64,7.34,2.92,1.37,0.33,0.05,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1983,18,0.66,2.45,6.31,10.08,12.38,13.7,16.76,14.88,12.1,5.93,2.59,1.37,0.47,0.24,0.0,0.05,0.05,0.0,0.0,0.0,0.0
1983,19,2.07,3.48,6.4,8.0,10.17,12.62,13.51,13.47,12.76,8.99,4.57,2.12,1.22,0.38,0.14,0.09,0.0,0.0,0.0,0.0,0.0
1983,20,3.86,3.77,7.11,8.33,11.86,12.71,13.47,12.43,10.55,6.59,5.51,1.79,1.37,0.42,0.19,0.05,0.0,0.0,0.0,0.0,0.0
1983,21,4.1,4.52,8.19,10.83,12.62,13.18,12.95,10.73,9.18,6.21,4.19,1.65,0.89,0.52,0.19,0.0,0.05,0.0,0.0,0.0,0.0
1983,22,1.98,5.18,9.46,14.03,15.02,14.78,12.29,10.12,6.64,5.32,3.15,1.08,0.47,0.28,0.14,0.0,0.0,0.05,0.0,0.0,0.0
1983,23,0.61,3.2,8.15,16.1,18.79,18.08,13.37,8.85,5.7,3.25,2.07,0.99,0.42,0.28,0.14,0.0,0.0,0.0,0.0,0.0,0.0
1983,24,0.14,0.89,4.19,11.82,17.04,22.98,17.04,11.02,6.4,3.39,2.73,1.04,0.85,0.28,0.14,0.05,0.0,0.0,0.0,0.0,0.0
1983,25,0.0,0.71,2.59,8.15,16.2,19.73,18.74,14.22,8.24,4.43,3.58,1.74,0.89,0.33,0.47,0.0,0.0,0.0,0.0,0.0,0.0
1983,26,0.0,0.14,1.69,5.32,12.38,19.02,17.75,15.91,10.26,7.11,4.94,2.26,1.93,0.71,0.47,0.09,0.0,0.0,0.0,0.0,0.0
1983,27,0.0,0.09,0.66,3.3,8.52,16.01,17.33,15.4,13.89,9.37,6.64,4.24,2.4,1.08,0.56,0.42,0.09,0.0,0.0,0.0,0.0
1983,28,0.0,0.05,0.38,1.13,5.08,10.59,15.4,17.84,14.92,12.15,9.6,6.12,3.77,1.93,0.52,0.33,0.14,0.05,0.0,0.0,0.0
1983,29,0.0,0.0,0.09,0.66,1.65,6.36,10.92,14.69,16.29,15.11,12.71,9.51,6.45,3.39,1.51,0.47,0.09,0.05,0.05,0.0,0.0
1983,30,0.0,0.0,0.0,0.14,0.66,2.07,5.32,9.98,13.94,16.24,15.91,13.7,9.23,6.92,3.81,1.51,0.47,0.0,0.05,0.05,0.0
1983,31,0.0,0.0,0.0,0.0,0.19,0.47,1.74,4.05,6.92,11.53,16.1,16.76,14.36,11.21,8.47,4.47,2.45,0.85,0.33,0.05,0.05
1983,32,0.0,0.0,0.0,0.0,0.09,0.19,0.66,2.45,3.63,7.58,11.49,14.92,16.48,14.74,10.69,8.47,4.28,2.68,1.04,0.52,0.09
1983,33,0.0,0.0,0.0,0.0,0.19,0.24,0.47,0.8,2.87,4.76,8.33,12.95,15.3,16.29,13.42,9.23,7.34,4.24,2.35,0.8,0.42
1983,34,0.0,0.0,0.0,0.09,0.14,0.38,0.47,0.85,2.35,3.72,6.78,11.72,14.97,16.38,14.31,10.55,7.25,5.65,2.87,1.22,0.28
1983,35,0.0,0.05,0.05,0.14,0.38,0.47,0.8,1.41,2.92,5.41,9.84,12.99,15.73,15.54,12.43,8.19,6.83,4.24,2.07,0.42,0.09
1983,36,0.05,0.05,0.19,0.14,0.38,0.61,1.37,2.5,5.46,8.33,12.95,15.91,15.73,11.58,10.12,6.97,3.95,2.26,1.13,0.33,0.0
1983,37,0.09,0.19,0.14,0.52,0.75,1.22,3.01,7.25,10.73,12.85,16.57,14.12,12.01,8.76,5.65,3.44,1.6,0.94,0.14,0.0,0.0
1983,38,0.09,0.19,0.52,0.71,1.18,2.12,5.37,10.78,13.47,14.69,14.88,12.99,9.65,6.4,3.72,2.12,0.52,0.52,0.09,0.0,0.0
1983,39,0.0,0.24,0.33,0.8,0.89,2.31,5.6,11.16,14.27,15.58,15.44,11.77,8.71,6.17,2.92,2.68,0.52,0.42,0.14,0.05,0.0
1983,40,0.05,0.14,0.56,0.71,1.84,4.24,9.93,14.78,14.78,16.57,13.32,8.43,7.16,3.81,1.98,1.13,0.42,0.09,0.05,0.0,0.0
1983,41,0.0,0.09,0.42,0.66,1.88,5.65,10.92,14.83,17.33,18.83,13.56,8.38,4.24,2.07,0.8,0.24,0.09,0.0,0.0,0.0,0.0
1983,42,0.0,0.0,0.09,0.66,1.88,7.02,11.3,18.41,20.95,17.51,12.24,6.21,2.4,0.94,0.38,0.0,0.0,0.0,0.0,0.0,0.0
1983,43,0.0,0.0,0.0,0.24,1.93,5.79,13.04,19.59,24.39,17.47,11.72,3.58,1.65,0.56,0.05,0.0,0.0,0.0,0.0,0.0,0.0
1983,44,0.0,0.0,0.0,0.52,3.39,9.65,19.35,23.78,22.93,13.18,4.76,2.02,0.24,0.14,0.05,0.0,0.0,0.0,0.0,0.0,0.0
1983,45,0.0,0.0,0.09,0.89,4.66,12.48,20.43,24.81,18.08,11.11,4.57,2.54,0.19,0.09,0.05,0.0,0.0,0.0,0.0,0.0,0.0
1983,46,0.0,0.0,0.05,0.71,3.91,11.91,19.73,22.69,17.84,11.53,5.84,4.24,1.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1983,47,0.0,0.0,0.05,0.56,2.92,10.73,20.06,20.1,19.02,11.11,7.02,6.03,2.17,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1983,48,0.0,0.0,0.0,0.47,3.25,13.28,19.68,21.75,15.49,11.68,6.45,5.27,2.4,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1983,49,0.0,0.0,0.09,0.99,5.89,16.24,20.24,20.06,14.55,9.13,5.37,5.37,1.6,0.42,0.05,0.0,0.0,0.0,0.0,0.0,0.0
1983,50,0.0,0.0,0.14,0.99,5.13,13.56,19.82,20.29,14.55,9.84,6.4,4.61,3.44,0.89,0.28,0.05,0.0,0.0,0.0,0.0,0.0
1983,51,0.0,0.0,0.0,0.38,3.53,9.23,18.41,19.82,16.15,11.02,8.57,6.12,3.91,1.93,0.56,0.33,0.05,0.0,0.0,0.0,0.0
1983,52,0.0,0.0,0.0,0.24,2.26,8.24,14.5,17.33,16.76,12.43,11.06,7.06,5.27,2.73,1.37,0.61,0.14,0.0,0.0,0.0,0.0
1984,1,0.0,0.0,0.0,0.14,2.12,6.07,11.77,12.81,14.5,13.61,12.34,9.93,7.86,3.91,2.68,1.37,0.47,0.28,0.14,0.0,0.0
1984,2,0.0,0.0,0.0,0.19,1.65,7.2,10.97,11.35,13.47,12.43,12.9,11.86,7.58,4.28,3.01,2.02,0.66,0.24,0.19,0.0,0.0
1984,3,0.0,0.0,0.0,0.05,1.46,6.26,11.49,12.29,13.37,13.04,13.09,10.5,8.43,4.24,3.11,1.6,0.66,0.38,0.05,0.0,0.0
1984,4,0.0,0.0,0.0,0.09,1.32,6.87,11.82,13.65,13.65,15.16,14.03,10.78,5.7,3.72,2.07,0.75,0.33,0.05,0.0,0.0,0.0
1984,5,0.0,0.0,0.0,0.05,1.6,8.1,12.52,16.48,18.5,16.81,13.32,6.92,3.25,1.37,0.8,0.28,0.0,0.0,0.0,0.0,0.0
1984,6,0.0,0.0,0.0,0.19,3.3,12.1,19.3,23.07,20.53,12.01,5.18,2.02,1.51,0.47,0.33,0.0,0.0,0.0,0.0,0.0,0.0
1984,7,0.0,0.0,0.0,1.08,9.37,20.86,23.92,18.88,12.99,5.93,3.39,2.02,1.08,0.42,0.05,0.0,0.0,0.0,0.0,0.0,0.0
1984,8,0.0,0.0,0.14,3.3,15.54,23.45,18.64,12.9,9.75,7.67,4.05,3.15,1.27,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1984,9,0.0,0.0,0.8,7.77,20.2,19.68,13.7,10.78,9.23,7.06,5.56,4.57,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1984,10,0.0,0.05,1.41,10.26,20.67,18.08,12.85,10.22,9.32,6.4,5.84,4.47,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1984,11,0.0,0.0,1.41,10.64,22.22,17.8,13.23,10.83,8.95,6.64,3.86,3.72,0.66,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1984,12,0.0,0.0,1.41,10.92,21.42,19.63,14.69,12.19,8.8,5.23,2.26,2.5,0.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1984,13,0.0,0.0,0.52,5.74,16.76,23.45,22.22,14.78,9.27,3.06,2.26,1.27,0.56,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1984,14,0.0,0.0,0.42,3.11,12.34,26.88,25.33,18.03,8.57,2.73,1.46,0.66,0.24,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1984,15,0.0,0.0,0.19,1.98,7.53,22.46,27.5,21.47,10.92,4.66,2.02,0.75,0.28,0.19,0.05,0.0,0.0,0.0,0.0,0.0,0.0
1984,16,0.0,0.0,0.05,0.42,3.67,12.34,23.87,25.14,17.61,8.8,4.8,2.17,0.71,0.28,0.09,0.0,0.05,0.0,0.0,0.0,0.0
1984,17,0.0,0.0,0.0,0.14,1.51,6.03,12.48,21.0,21.28,16.24,10.83,5.6,2.35,1.69,0.56,0.19,0.05,0.0,0.05,0.0,0.0
1984,18,0.0,0.0,0.0,0.05,0.24,1.41,4.47,9.23,14.45,18.31,17.28,15.21,9.65,5.56,2.07,1.18,0.47,0.28,0.09,0.0,0.05
1984,19,0.0,0.0,0.0,0.05,0.28,0.75,2.68,6.26,9.7,13.7,17.66,16.71,14.08,8.99,4.9,2.45,1.04,0.42,0.19,0.09,0.05
1984,20,0.0,0.0,0.0,0.09,0.38,1.18,2.64,6.83,10.59,13.84,15.77,16.85,13.98,9.46,4.66,2.12,1.04,0.24,0.14,0.14,0.05
1984,21,0.0,0.0,0.0,0.19,0.42,1.04,1.93,5.74,10.26,13.14,15.82,17.33,15.07,9.42,5.41,2.78,0.85,0.38,0.19,0.0,0.05
1984,22,0.0,0.0,0.09,0.24,0.38,1.37,2.87,5.93,11.35,13.98,15.96,17.66,14.08,8.43,4.85,1.79,0.61,0.38,0.05,0.0,0.0
1984,23,0.0,0.0,0.05,0.33,0.42,2.07,3.3,7.44,10.73,15.58,18.17,15.58,13.42,7.44,3.44,1.46,0.47,0.05,0.05,0.0,0.0
1984,24,0.0,0.0,0.09,0.19,0.94,2.35,4.71,7.91,13.37,16.38,18.08,14.03,11.58,6.12,2.73,0.94,0.47,0.09,0.0,0.0,0.0
1984,25,0.0,0.09,0.0,0.47,1.84,4.43,6.5,11.91,16.2,16.95,15.02,11.77,7.58,4.52,1.88,0.71,0.09,0.05,0.0,0.0,0.0
1984,26,0.0,0.05,0.19,0.89,3.34,7.16,12.43,14.78,16.34,14.12,11.63,8.71,6.21,2.31,1.13,0.66,0.05,0.0,0.0,0.0,0.0
1984,27,0.0,0.19,0.52,2.21,7.11,12.52,15.49,16.2,13.98,10.88,9.37,4.76,3.63,2.12,0.61,0.33,0.09,0.0,0.0,0.0,0.0
1984,28,0.05,0.09,1.08,4.47,11.11,16.71,16.76,15.96,11.39,8.1,5.56,4.24,2.64,1.04,0.42,0.24,0.09,0.05,0.0,0.0,0.0
1984,29,0.09,0.47,2.12,8.05,15.87,18.69,16.05,11.82,8.62,6.36,4.99,3.11,2.07,0.94,0.33,0.33,0.05,0.0,0.05,0.0,0.0
1984,30,0.24,0.56,4.05,12.24,17.7,17.98,13.42,10.17,7.63,5.18,4.57,2.68,2.02,0.85,0.42,0.19,0.05,0.05,0.0,0.0,0.0
1984,31,0.05,0.61,4.28,12.24,17.47,18.93,14.12,9.93,6.4,5.37,4.38,2.78,1.93,0.99,0.28,0.14,0.05,0.0,0.05,0.0,0.0
1984,32,0.09,1.18,4.76,11.86,16.81,17.23,14.5,9.56,7.77,5.56,4.05,3.2,1.88,1.08,0.19,0.24,0.05,0.0,0.0,0.0,0.0
1984,33,0.28,1.65,5.13,10.64,16.1,16.05,14.31,9.84,8.15,6.21,4.28,3.01,2.21,1.37,0.52,0.09,0.14,0.0,0.0,0.0,0.0
1984,34,0.47,1.51,4.28,10.08,14.36,16.57,13.04,11.3,8.19,6.78,5.74,2.97,2.17,1.55,0.71,0.14,0.14,0.0,0.0,0.0,0.0
